Date,Open,High,Low,Close,Volume
05/09/2025,5679.64990234375,5691.68994140625,5644.14990234375,5659.910156,4645090000
05/12/2025,5807.2001953125,5845.3701171875,5786.080078,5844.18994140625,6014580000
05/13/2025,5854.14990234375,5906.64013671875,5845.02001953125,5886.5498046875,5516290000
05/14/2025,5896.740234,5906.5498046875,5872.10986328125,5892.580078,5233450000
05/15/2025,5869.81982421875,5924.2099609375,5865.160156,5916.93017578125,4991290000
05/16/2025,5929.089844,5958.6201171875,5907.35986328125,5958.3798828125,4850850000
05/19/2025,5902.8798828125,5968.60986328125,5895.68994140625,5963.60009765625,4144010000
05/20/2025,5944.660156,5953.06005859375,5909.259766,5940.4599609375,4416850000
05/21/2025,5910.18017578125,5938.3701171875,5830.910156,5844.60986328125,5254250000
05/22/2025,5841.259766,5878.080078,5825.81982421875,5842.009766,5157050000
05/23/2025,5781.89013671875,5829.509766,5767.410156,5802.81982421875,4662820000
05/27/2025,5854.06982421875,5924.330078,5854.06982421875,5921.5400390625,5366380000
05/28/2025,5925.5400390625,5939.919922,5881.8798828125,5888.5498046875,4665050000
05/29/2025,5939.9599609375,5943.1298828125,5873.7998046875,5912.169922,4569750000
05/30/2025,5903.669922,5922.14013671875,5843.660156,5911.68994140625,6378540000
06/02/2025,5896.68017578125,5937.39990234375,5861.43017578125,5935.93994140625,4832240000
06/03/2025,5938.56005859375,5981.35009765625,5929,5970.3701171875,5026680000
06/04/2025,5978.93994140625,5990.47998046875,5966.10986328125,5970.81005859375,4767050000
06/05/2025,5985.669922,5999.7001953125,5921.2001953125,5939.2998046875,5091850000
06/06/2025,5987.06005859375,6016.8701171875,5978.6298828125,6000.35986328125,4355710000
06/09/2025,6004.6298828125,6021.31005859375,5994.18017578125,6005.8798828125,4642360000
06/10/2025,6009.910156,6043.009766,6000.27978515625,6038.81005859375,4882880000
06/11/2025,6049.3798828125,6059.39990234375,6002.31982421875,6022.240234,5111550000
06/12/2025,6009.89990234375,6045.43017578125,6003.8798828125,6045.259766,4669500000
06/13/2025,6000.56005859375,6026.160156,5963.2099609375,5976.97021484375,5258910000
06/16/2025,6004,6050.830078,6004,6033.10986328125,5111710000
06/17/2025,6012.14990234375,6023.25,5974.7998046875,5982.72021484375,4955700000
06/18/2025,5987.93017578125,6018.25,5971.89013671875,5980.8701171875,5106470000
06/20/2025,5999.669922,6018.2001953125,5952.56005859375,5967.839844,7451500000
06/23/2025,5969.669922,6028.77001953125,5943.22998046875,6025.169922,5597000000
06/24/2025,6061.2099609375,6101.759766,6059.25,6092.18017578125,5443690000
06/25/2025,6104.22998046875,6108.509766,6080.089844,6092.160156,5171110000
06/26/2025,6112.089844,6146.52001953125,6107.27001953125,6141.02001953125,5308140000
06/27/2025,6150.7001953125,6187.68017578125,6132.35009765625,6173.06982421875,7889350000
06/30/2025,6193.35986328125,6215.080078,6174.97021484375,6204.9501953125,5782900000
07/01/2025,6187.25,6210.77978515625,6177.97021484375,6198.009766,6275310000
07/02/2025,6193.8798828125,6227.60009765625,6188.2900390625,6227.419922,5645710000
07/03/2025,6246.4599609375,6284.64990234375,6246.4599609375,6279.35009765625,3378110000
07/07/2025,6259.0400390625,6262.06982421875,6201,6229.97998046875,5236740000
07/08/2025,6234.02978515625,6242.7001953125,6217.75,6225.52001953125,5739030000
07/09/2025,6243.330078,6269.160156,6231.43017578125,6263.259766,4813340000
07/10/2025,6266.7998046875,6290.22021484375,6251.43994140625,6280.4599609375,5367350000
07/11/2025,6255.68017578125,6269.43994140625,6237.60009765625,6259.75,4656210000
07/14/2025,6255.14990234375,6273.31005859375,6239.22021484375,6268.56005859375,4722250000
07/15/2025,6295.2900390625,6302.0400390625,6241.68017578125,6243.759766,5133670000
07/16/2025,6254.5,6268.1201171875,6201.589844,6263.7001953125,5177460000
07/17/2025,6263.39990234375,6304.68994140625,6262.27001953125,6297.35986328125,5512290000
07/18/2025,6312.9501953125,6315.60986328125,6285.27001953125,6296.7900390625,5184700000
07/21/2025,6304.740234,6336.080078,6303.7900390625,6305.60009765625,5010840000
07/22/2025,6306.60009765625,6316.1201171875,6281.7099609375,6309.6201171875,5662040000
07/23/2025,6326.89990234375,6360.64013671875,6317.490234,6358.910156,5642510000
07/24/2025,6368.60009765625,6381.31005859375,6360.56982421875,6363.35009765625,5282720000
07/25/2025,6370.009766,6395.81982421875,6368.52978515625,6388.64013671875,4470720000
07/28/2025,6397.68994140625,6401.06982421875,6375.7900390625,6389.77001953125,4565620000
07/29/2025,6405.6201171875,6409.259766,6363.919922,6370.85986328125,5076120000
07/30/2025,6381.22998046875,6396.5400390625,6336.3798828125,6362.89990234375,5375070000
07/31/2025,6427.02001953125,6427.02001953125,6327.64013671875,6339.39013671875,6077080000
08/01/2025,6287.27978515625,6287.27978515625,6212.68994140625,6238.009766,5827150000
08/04/2025,6271.7099609375,6330.68994140625,6271.7099609375,6329.93994140625,4842580000
08/05/2025,6336.6298828125,6346,6289.3701171875,6299.18994140625,5517410000
08/06/2025,6309.2998046875,6352.830078,6301.10986328125,6345.06005859375,5408560000
08/07/2025,6374.31982421875,6389.7099609375,6310.31982421875,6340,5306090000
08/08/2025,6355.22021484375,6395.160156,6355.22021484375,6389.4501953125,4769910000
08/11/2025,6389.669922,6407.25,6364.06005859375,6373.4501953125,4652400000
08/12/2025,6395.169922,6446.5498046875,6385.759766,6445.759766,5135300000
08/13/2025,6462.669922,6480.27978515625,6445.02001953125,6466.580078,5195950000
08/14/2025,6453.4599609375,6473.919922,6441.06982421875,6468.5400390625,4462050000
08/15/2025,6477.3798828125,6481.339844,6441.85009765625,6449.7998046875,4575060000
08/18/2025,6445.02001953125,6455.35009765625,6437.7001953125,6449.14990234375,4162290000
08/19/2025,6446.240234,6456.47998046875,6400.22021484375,6411.3701171875,4377440000
08/20/2025,6406.6201171875,6408.39990234375,6343.85986328125,6395.77978515625,4470390000
08/21/2025,6380.830078,6393.64990234375,6352.7099609375,6370.169922,4013560000
08/22/2025,6384.589844,6478.89013671875,6384.589844,6466.910156,5046860000
08/25/2025,6457.669922,6466.89013671875,6438.06005859375,6439.31982421875,4059070000
08/26/2025,6435.490234,6468.3701171875,6429.2099609375,6465.93994140625,4867680000
08/27/2025,6462.259766,6487.06005859375,6457.839844,6481.39990234375,4143680000
08/28/2025,6483.839844,6508.22998046875,6466.9599609375,6501.85986328125,4283760000
08/29/2025,6489.27978515625,6491.759766,6444.56982421875,6460.259766,4234840000
09/02/2025,6401.509766,6416.5400390625,6360.580078,6415.5400390625,4784000000
09/03/2025,6445.81982421875,6453.669922,6416.169922,6448.259766,4465360000
09/04/2025,6456.60009765625,6502.5400390625,6445.97998046875,6502.080078,4670770000
09/05/2025,6529.080078,6532.64990234375,6443.97998046875,6481.5,5066120000
09/08/2025,6498.089844,6508.669922,6483.2900390625,6495.14990234375,5211500000
09/09/2025,6503.330078,6518.22998046875,6483.080078,6512.60986328125,4798350000
09/10/2025,6550.2900390625,6555.97021484375,6516.339844,6532.0400390625,5253010000
09/11/2025,6554.410156,6592.89013671875,6545.7998046875,6587.47021484375,5426460000
09/12/2025,6590.660156,6600.2099609375,6579.490234,6584.2900390625,4641640000
09/15/2025,6603.490234,6619.6201171875,6602.06982421875,6615.27978515625,5045020000
09/16/2025,6624.1298828125,6626.990234,6600.10986328125,6606.759766,5359510000
09/17/2025,6604.8701171875,6624.39013671875,6551.14990234375,6600.35009765625,5805340000
09/18/2025,6626.85009765625,6656.7998046875,6611.89013671875,6631.9599609375,5292400000
09/19/2025,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,9125960000
09/22/2025,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,5642620000
09/23/2025,6692.43994140625,6699.52001953125,6645.580078,6656.919922,5633620000
09/24/2025,6669.7900390625,6672.660156,6621.759766,6637.97021484375,5459180000
09/25/2025,6608.18994140625,6619,6569.22021484375,6604.72021484375,5874670000
09/26/2025,6615.3798828125,6648.97021484375,6604.43017578125,6643.7001953125,5103110000
09/29/2025,6661.580078,6677.31005859375,6644.490234,6661.2099609375,5358760000
09/30/2025,6656.18994140625,6691.25,6641,6688.4599609375,6057210000
10/01/2025,6664.919922,6718.47998046875,6656.2001953125,6711.2001953125,6037950000
10/02/2025,6731.31005859375,6731.93994140625,6693.22998046875,6715.35009765625,5416130000
10/03/2025,6722.14013671875,6750.8701171875,6705.669922,6715.7900390625,5713110000
10/06/2025,6733.85986328125,6749.52001953125,6717.77978515625,6740.27978515625,5604460000
10/07/2025,6746.14013671875,6754.490234,6699.9599609375,6714.589844,5546150000
10/08/2025,6723.8701171875,6755.64013671875,6718.089844,6753.72021484375,5383130000
10/09/2025,6760.5,6764.580078,6716.169922,6735.10986328125,5385020000
10/10/2025,6740.490234,6762.39990234375,6550.77978515625,6552.509766,6596610000
10/13/2025,6622.52978515625,6668.68017578125,6620.7099609375,6654.72021484375,5303960000
10/14/2025,6602.490234,6680.7001953125,6555.06982421875,6644.31005859375,5666920000
10/15/2025,6688.27001953125,6724.1201171875,6612.10986328125,6671.06005859375,5633060000
10/16/2025,6689.02001953125,6709.339844,6593.990234,6629.06982421875,6048180000
10/17/2025,6613.27001953125,6678.8798828125,6603.759766,6664.009766,5358120000
10/20/2025,6690.0498046875,6744.35009765625,6690.0498046875,6735.1298828125,4672170000
10/21/2025,6736.75,6752.160156,6722.02978515625,6735.35009765625,5245020000
10/22/2025,6741.339844,6741.75,6655.68994140625,6699.39990234375,5710010000
10/23/2025,6703.64990234375,6749.52978515625,6700.14013671875,6738.43994140625,5565750000
10/24/2025,6772.06982421875,6807.10986328125,6772.06982421875,6791.68994140625,5058220000
10/27/2025,6845.4599609375,6877.27978515625,6843.93994140625,6875.160156,5290650000
10/28/2025,6897.740234,6911.2998046875,6870.72998046875,6890.89013671875,5695930000
10/29/2025,6910.9501953125,6920.339844,6851.910156,6890.589844,6280130000
10/30/2025,6860.5,6880.75,6820.68994140625,6822.339844,6052700000
10/31/2025,6879.169922,6879.169922,6814.259766,6840.2001953125,6398280000
11/03/2025,6882.31982421875,6882.31982421875,6820.6201171875,6851.97021484375,6065720000
11/04/2025,6788.52001953125,6820.2099609375,6766.7099609375,6771.5498046875,5739510000
11/05/2025,6769.77001953125,6829.77978515625,6763.10986328125,6796.2900390625,5939600000
11/06/2025,6787.589844,6796.68017578125,6707.509766,6720.31982421875,6051900000
11/07/2025,6696.18017578125,6730.10986328125,6631.43994140625,6728.7998046875,5926070000
11/10/2025,6785.35986328125,6841.31982421875,6770.56005859375,6832.43017578125,5366050000
11/11/2025,6815.64013671875,6855.1298828125,6806.8701171875,6846.60986328125,4983490000
11/12/2025,6867.77001953125,6869.910156,6829.6201171875,6850.919922,5293610000
11/13/2025,6826.47021484375,6828.0498046875,6724.72021484375,6737.490234,5473720000
11/14/2025,6672.14013671875,6774.31005859375,6646.8701171875,6734.10986328125,5042660000
11/17/2025,6713.60986328125,6754.5,6638.89990234375,6672.410156,5204220000
11/18/2025,6641.18994140625,6666.6298828125,6574.31982421875,6617.31982421875,5159390000
11/19/2025,6625.839844,6689.75,6603.5,6642.160156,5021610000
11/20/2025,6737.93017578125,6770.35009765625,6534.0498046875,6538.759766,5596080000
11/21/2025,6555.77001953125,6660.0498046875,6521.919922,6602.990234,5929930000
11/24/2025,6636.5400390625,6715.75,6630.7001953125,6705.1201171875,6039740000
11/25/2025,6697.02978515625,6776.39990234375,6659.97998046875,6765.8798828125,5003330000
11/26/2025,6793.5498046875,6831.43994140625,6783.8701171875,6812.60986328125,4485000000
11/28/2025,6822.52001953125,6850.85986328125,6819.75,6849.089844,2558540000
12/01/2025,6812.2998046875,6843.64990234375,6799.93994140625,6812.6298828125,4549370000
12/02/2025,6830.9599609375,6851.5498046875,6806.7099609375,6829.3701171875,4582290000
12/03/2025,6815.2900390625,6862.419922,6810.43017578125,6849.72021484375,4736780000
12/04/2025,6866.47021484375,6866.47021484375,6827.1201171875,6857.1201171875,4872440000
12/05/2025,6866.31982421875,6895.77978515625,6858.2900390625,6870.39990234375,4944560000
12/08/2025,6875.2001953125,6878.27001953125,6827.18994140625,6846.509766,4757130000
12/09/2025,6840.60986328125,6864.919922,6837.43017578125,6840.509766,4508050000
12/10/2025,6833.490234,6900.669922,6824.68994140625,6886.68017578125,5526570000
12/11/2025,6861.2998046875,6903.4599609375,6833.4501953125,6901,5021060000
12/12/2025,6886.85009765625,6899.85009765625,6801.7900390625,6827.410156,4910160000
12/15/2025,6860.18994140625,6861.589844,6801.490234,6816.509766,4975600000
12/16/2025,6800.1201171875,6819.27001953125,6759.740234,6800.259766,4983180000
12/17/2025,6802.8798828125,6812.259766,6720.43017578125,6721.43017578125,5122120000
12/18/2025,6778.06005859375,6816.1298828125,6758.5,6774.759766,5101190000
12/19/2025,6792.6201171875,6840.02001953125,6792.6201171875,6834.5,8554470000
12/22/2025,6865.2099609375,6882.02978515625,6855.740234,6878.490234,4465030000
12/23/2025,6872.410156,6910.8798828125,6868.81005859375,6909.7900390625,3820560000
12/24/2025,6904.910156,6937.31982421875,6904.910156,6932.0498046875,1798270000
12/26/2025,6936.02001953125,6945.77001953125,6921.60009765625,6929.93994140625,2586550000
12/29/2025,6903.60009765625,6920.2099609375,6888.759766,6905.740234,3541750000
12/30/2025,6900.43994140625,6913.25,6893.47021484375,6896.240234,3309930000
12/31/2025,6898.81982421875,6901.419922,6844.5498046875,6845.5,3261830000
01/02/2026,6878.10986328125,6894.8701171875,6824.31005859375,6858.47021484375,4184120000
01/05/2026,6892.18994140625,6920.3798828125,6891.56005859375,6902.0498046875,5771930000
01/06/2026,6908.02978515625,6948.68994140625,6904.02001953125,6944.81982421875,5509680000
01/07/2026,6945.06982421875,6965.68994140625,6919.18994140625,6920.93017578125,5214480000
01/08/2026,6914.10986328125,6931.27978515625,6899.330078,6921.4599609375,5333200000
01/09/2026,6927.830078,6978.35986328125,6917.64013671875,6966.27978515625,5163900000
01/12/2026,6944.1201171875,6986.330078,6934.06982421875,6977.27001953125,5019040000
01/13/2026,6977.410156,6985.830078,6938.77001953125,6963.740234,5091730000
01/14/2026,6937.410156,6941.2998046875,6885.740234,6926.60009765625,5530830000
01/15/2026,6969.4599609375,6979.339844,6937.93017578125,6944.47021484375,5114050000
01/16/2026,6960.5400390625,6967.2998046875,6925.089844,6940.009766,5356550000
01/20/2026,6865.240234,6871.169922,6789.0498046875,6796.85986328125,5769500000
01/21/2026,6810.7099609375,6910.39013671875,6804.9599609375,6875.6201171875,5835520000
01/22/2026,6914.43994140625,6934.75,6893.6201171875,6913.35009765625,5307580000
01/23/2026,6907.85009765625,6932.9599609375,6895.5,6915.60986328125,4871930000
01/26/2026,6923.22998046875,6964.660156,6921.60009765625,6950.22998046875,4968050000
01/27/2026,6965.9599609375,6988.81982421875,6958.830078,6978.60009765625,5331720000
01/28/2026,7002,7002.27978515625,6963.4599609375,6978.02978515625,5507670000
01/29/2026,6977.740234,6992.839844,6870.7998046875,6969.009766,6877780000
